Project	Project Source	Project Name	Oncotree Code	Path to Extended SBS File	Path to Counts SBS_96 File	Path to Extended DBS File	Path to Counts DBS_78 File	Path to Extended INDEL File	Path to Counts INDEL_Alexandrov2018_83 File	Path to Clinical File	Path to Samples File	Path to Genes File
TCGA-LUAD_LUAD_mc3.v0.2.8	TCGA	Lung adenocarcinoma	LUAD	mutations/PanCanAtlas/processed/extended/extended.TCGA-LUAD_LUAD_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-LUAD_LUAD_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-LUAD_LUAD_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-LUAD_LUAD_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-LUAD_LUAD_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-LUAD_LUAD_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_LUAD.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-LUAD_LUAD_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-LUAD_LUAD_mc3.v0.2.8.tsv
TCGA-MESO_MESO_mc3.v0.2.8	TCGA	Mesothelioma		mutations/PanCanAtlas/processed/extended/extended.TCGA-MESO_MESO_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-MESO_MESO_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-MESO_MESO_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-MESO_MESO_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-MESO_MESO_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-MESO_MESO_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_MESO.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-MESO_MESO_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-MESO_MESO_mc3.v0.2.8.tsv
TCGA-PCPG_PCPG_mc3.v0.2.8	TCGA	Pheochromocytoma and Paraganglioma		mutations/PanCanAtlas/processed/extended/extended.TCGA-PCPG_PCPG_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-PCPG_PCPG_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-PCPG_PCPG_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-PCPG_PCPG_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-PCPG_PCPG_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-PCPG_PCPG_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_PCPG.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-PCPG_PCPG_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-PCPG_PCPG_mc3.v0.2.8.tsv
TCGA-SARC_SARC_mc3.v0.2.8	TCGA	Sarcoma		mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_SARC.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-SARC_SARC_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-SARC_SARC_mc3.v0.2.8.tsv
TCGA-SKCM_SKCM_mc3.v0.2.8	TCGA	Skin Cutaneous Melanoma	SKCM	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_SKCM.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-SKCM_SKCM_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-SKCM_SKCM_mc3.v0.2.8.tsv
TCGA-THCA_THCA_mc3.v0.2.8	TCGA	Thyroid carcinoma	THYROID	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_THCA.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-THCA_THCA_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-THCA_THCA_mc3.v0.2.8.tsv
TCGA-THYM_THYM_mc3.v0.2.8	TCGA	Thymoma	THYM	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_THYM.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-THYM_THYM_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-THYM_THYM_mc3.v0.2.8.tsv
TCGA-UCS_UCS_mc3.v0.2.8	TCGA	Uterine Carcinosarcoma	UCS	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_UCS.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-UCS_UCS_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-UCS_UCS_mc3.v0.2.8.tsv
cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS	cBioPortal	"Chronic Lymphocytic Leukemia (IUOPA, Nature 2015)"	CLL	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.tsv	
cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS	cBioPortal	"Desmoplastic Melanoma (Broad Institute, Nat Genet 2015)"	DESM	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-desm-broad-2015_DESM_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-desm-broad-2015_DESM_ca65ba9.tsv	
cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS	cBioPortal	"Pancreatic Adenocarcinoma (QCMG, Nature 2016)"	PAAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.tsv	
cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS	cBioPortal	"Prostate Adenocarcinoma (EurUrol, 2017)"	PRAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.tsv	
cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS	cBioPortal	"Small Cell Lung Cancer (U Cologne, Nature 2015)"	SCLC	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.tsv	
cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS	cBioPortal	"Stomach Adenocarcinoma (Pfizer and UHK, Nat Genet 2014)"	STAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.tsv	
ICGC-ALL-US_ALL_27.WGS	ICGC	"Acute Lymphoblastic Leukemia - TARGET, US - WGS"		mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-ALL-US_ALL_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-ALL-US_ALL_27.tsv	
